Título,Año,País,Puntuación Media,Número de Puntuaciones,Director,Reparto,Enlace
The Lunchbox,2013,India,"6,8",3.029,Ritesh Batra,"Irrfan Khan, Nimrat Kaur, Nawazuddin Siddique, Denzil Smith, Bharati Achrekar, Nakul Vaid, Yashvi Puneet Nagar, Lillete Dubey",https://www.filmaffinity.com/es/film717074.html
En cuerpo y alma,2017,Hungría,"6,8",4.315,Ildikó Enyedi,"Morcsányi Géza, Alexandra Borbély, Ervin Nagy, Pál Mácsai, Júlia Nyakó, Tamás Jordán, Gusztáv Molnár, István Kolos",https://www.filmaffinity.com/es/film906113.html
Tetris,2023,Estados Unidos,"6,8",4.647,Jon S. Baird,"Taron Egerton, Nikita Efremov, Oleg Shtefanko, Igor Grabuzov, Sofya Lebedeva, Anthony Boyle, Toby Jones, Roger Allam",https://www.filmaffinity.com/es/film650361.html
Aguas oscuras,2019,Estados Unidos,"6,8",9.924,Todd Haynes,"Mark Ruffalo, Anne Hathaway, Tim Robbins, Bill Camp, Bill Pullman, Victor Garber, William Jackson Harper, Mare Winningham",https://www.filmaffinity.com/es/film985274.html
Blue Jasmine,2013,Estados Unidos,"6,8",40.698,Woody Allen,"Cate Blanchett, Alec Baldwin, Sally Hawkins, Bobby Cannavale, Peter Sarsgaard, Louis C.K., Michael Stuhlbarg, Andrew Dice Clay",https://www.filmaffinity.com/es/film153594.html
Capitán América: Civil War,2016,Estados Unidos,"6,8",41.081,"Anthony Russo, Joe Russo","Chris Evans, Robert Downey Jr., Sebastian Stan, Scarlett Johansson, Anthony Mackie, Daniel Brühl, Don Cheadle, Jeremy Renner",https://www.filmaffinity.com/es/film712492.html
Déjame salir,2017,Estados Unidos,"6,8",47.403,Jordan Peele,"Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford, Betty Gabriel, Caleb Landry Jones, Lyle Brocato, Ashley LeConte Campbell",https://www.filmaffinity.com/es/film642856.html
Un amor de verano (La belle saison),2015,Francia,"6,8",2.682,Catherine Corsini,"Cécile De France, Izia Higelin, Noémie Lvovsky, Kévin Azaïs, Laetitia Dosch, Benjamin Bellecour, Patrice Tepasso, Jean-Henri Compère, Loulou Hanssen",https://www.filmaffinity.com/es/film433227.html
El tiempo contigo,2019,Japón,"6,8",3.558,Makoto Shinkai,,https://www.filmaffinity.com/es/film935715.html
Mi tío Frank,2020,Estados Unidos,"6,8",3.645,Alan Ball,"Paul Bettany, Sophia Lillis, Peter Macdissi, Steve Zahn, Judy Greer, Margo Martindale, Stephen Root, Burgess Jenkins",https://www.filmaffinity.com/es/film265275.html
El traidor,2019,Italia,"6,8",3.736,Marco Bellocchio,"Pierfrancesco Favino, Maria Fernanda Cândido, Fabrizio Ferracane, Luigi Lo Cascio, Fausto Russo Alesi, Nicola Calì, Giovanni Calcagno, Bruno Cariello",https://www.filmaffinity.com/es/film165249.html
Belfast,2021,Reino Unido,"6,8",12.459,Kenneth Branagh,"Jude Hill, Caitriona Balfe, Jamie Dornan, Judi Dench, Ciarán Hinds, Gerard Horan, Lewis McAskie, Lara McDonnell",https://www.filmaffinity.com/es/film407458.html
El hilo invisible,2017,Estados Unidos,"6,8",17.177,Paul Thomas Anderson,"Daniel Day-Lewis, Vicky Krieps, Lesley Manville, Richard Graham, Bern Collaco, Jane Perry, Camilla Rutherford, Pip Phillips",https://www.filmaffinity.com/es/film346983.html
Molly's Game,2017,Estados Unidos,"6,8",19.709,Aaron Sorkin,"Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera, Samantha Isler, Chris O'Dowd, Graham Greene, Jeremy Strong",https://www.filmaffinity.com/es/film993257.html
La chica danesa,2015,Reino Unido,"6,8",28.420,Tom Hooper,"Eddie Redmayne, Alicia Vikander, Matthias Schoenaerts, Amber Heard, Ben Whishaw, Sebastian Koch, Victoria Emslie, Adrian Schiller",https://www.filmaffinity.com/es/film907970.html
Moonlight,2016,Estados Unidos,"6,8",31.058,Barry Jenkins,"Trevante Rhodes, Naomie Harris, Mahershala Ali, Ashton Sanders, André Holland, Alex R. Hibbert, Janelle Monáe, Jharrel Jerome",https://www.filmaffinity.com/es/film395573.html
Al filo del mañana,2014,Estados Unidos,"6,8",43.290,Doug Liman,"Tom Cruise, Emily Blunt, Bill Paxton, Jonas Armstrong, Brendan Gleeson, Kick Gurry, Tony Way, Noah Taylor",https://www.filmaffinity.com/es/film461628.html
"Night Is Short, Walk On Girl",2017,Japón,"6,7",1.098,Masaaki Yuasa,,https://www.filmaffinity.com/es/film517114.html
Cartas a Roxane,2018,Francia,"6,7",1.471,Alexis Michalik,"Thomas Solivéres, Dominique Pinon, Olivier Gourmet, Lucie Boujenah, Guillaume Bouchède, Alexis Michalik, Simon Abkarian, Blandine Bellavoir",https://www.filmaffinity.com/es/film601406.html
"París, Distrito 13",2021,Francia,"6,7",2.503,Jacques Audiard,"Lucie Zhang, Makita Samba, Noémie Merlant, Jehnny Beth, Lumina Wang, Geneviève Doang, Jehnny Beth, Line Phé",https://www.filmaffinity.com/es/film557188.html
AIR,2023,Estados Unidos,"6,7",13.520,Ben Affleck,"Matt Damon, Ben Affleck, Viola Davis, Jason Bateman, Chris Messina, Chris Tucker, Matthew Maher, Marlon Wayans",https://www.filmaffinity.com/es/film966677.html
Orígenes,2014,Estados Unidos,"6,7",24.240,Mike Cahill,"Michael Pitt, Brit Marling, Astrid Bergès-Frisbey, Steven Yeun, Archie Panjabi, Kashish, Cara Seymour, William Mapother",https://www.filmaffinity.com/es/film716076.html
Deadpool 2,2018,Estados Unidos,"6,7",31.256,David Leitch,"Ryan Reynolds, Josh Brolin, Zazie Beetz, Morena Baccarin, Julian Dennison, T.J. Miller, Karan Soni, Brianna Hildebrand",https://www.filmaffinity.com/es/film192757.html
Hijos del sol,2020,Irán,"6,7",1.192,Majid Majidi,"Roohollah Zamani, Ali Nassirian, Tannaz Tabatabayi, Mohammad Javad Ezzati, Shamila Shirzad, Ali Ghabeshi, Abolfazl Shirzad, Safar Mohammadi, Mani Ghafouri",https://www.filmaffinity.com/es/film542065.html
Y respiren normalmente,2018,Islandia,"6,7",1.206,Isold Uggadóttir,"Kristín Þóra Haraldsdóttir, Babetida Sadjo, Gunnar Jónsson, Patrik Nökkvi Pétursson, Þorsteinn Bachmann, Sveinn Geirsson, Helga Vala Helgadóttir, Guðbjörg Thoroddsen",https://www.filmaffinity.com/es/film405862.html
Alma mater,2017,Bélgica,"6,7",1.441,Philippe Van Leeuw,"Hiam Abbass, Diamand Bou Abboud, Juliette Navis, Elias Khatter, Mohsen Abbas, Alissar Kaghadou, Husam Chadat",https://www.filmaffinity.com/es/film692977.html
"Heartstone, corazones de piedra",2016,Islandia,"6,7",1.863,Guðmundur Arnar Guðmundsson,"Baldur Einarsson, Blær Hinriksson, Gunnar Jónsson, Søren Malling, Nína Dögg Filippusdóttir, Sveinn Ólafur Gunnarsson, Nanna Kristín Magnúsdóttir, Diljá Valsdóttir",https://www.filmaffinity.com/es/film232231.html
Ninja Turtles: Caos mutante,2023,Estados Unidos,"6,7",2.658,"Jeff Rowe, Kyler Spears",,https://www.filmaffinity.com/es/film903246.html
Una sombra en mi ojo,2021,Dinamarca,"6,7",2.669,Ole Bornedal,"Danica Curcic, Alex Høgh Andersen, Fanny Bornedal, Bertram Bisgaard Enevoldsen, Ella Josephine Lund Nilsson, Susse Wold, Caspar Phillipson, Morten Suurballe",https://www.filmaffinity.com/es/film494590.html
Guy Ritchie: El pacto,2023,Reino Unido,"6,7",8.501,Guy Ritchie,"Jake Gyllenhaal, Dar Salim, Antony Starr, Alexander Ludwig, Emily Beecham, Fariba Sheikhan, Sean Sagar, Bobby Schofield",https://www.filmaffinity.com/es/film113178.html
Philomena,2013,Reino Unido,"6,7",14.407,Stephen Frears,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Charlie Murphy, Barbara Jefford, Mare Winningham, Sean Mahon, Michelle Fairley",https://www.filmaffinity.com/es/film400475.html
Nomadland,2020,Estados Unidos,"6,7",23.639,Chloé Zhao,"Frances McDormand, David Strathairn, Linda May, Charlene Swankie, Bob Wells, Gay DeForest, Patricia Grier",https://www.filmaffinity.com/es/film816686.html
Contratiempo,2016,España,"6,7",27.390,Oriol Paulo,"Mario Casas, Ana Wagener, Bárbara Lennie, José Coronado, Francesc Orella, Paco Tous, David Selvas, San Yélamos",https://www.filmaffinity.com/es/film994025.html
Star Wars: El despertar de la Fuerza,2015,Estados Unidos,"6,7",64.594,J.J. Abrams,"Daisy Ridley, John Boyega, Harrison Ford, Adam Driver, Oscar Isaac, Carrie Fisher, Peter Mayhew, Domhnall Gleeson",https://www.filmaffinity.com/es/film569795.html
La plaga,2013,España,"6,7",1.232,Neus Ballús,"Rosemarie Abella, Maribel Martí, Raül Molist, María Ros, Iurie Timbur",https://www.filmaffinity.com/es/film303322.html
"Nunca, casi nunca, a veces, siempre",2020,Estados Unidos,"6,7",3.934,Eliza Hittman,"Sidney Flanigan, Talia Ryder, Théodore Pellerin, Ryan Eggold, Sharon Van Etten, Drew Seltzer, Lester Greene, Kim Rios Lin",https://www.filmaffinity.com/es/film666035.html
El congreso,2013,Israel,"6,7",5.961,Ari Folman,"Robin Wright, Harvey Keitel, Danny Huston, Paul Giamatti, Kodi Smit-McPhee, Michael Landes, Sami Gayle",https://www.filmaffinity.com/es/film401950.html
Agosto,2013,Estados Unidos,"6,7",20.564,John Wells,"Meryl Streep, Julia Roberts, Ewan McGregor, Chris Cooper, Abigail Breslin, Benedict Cumberbatch, Juliette Lewis, Margo Martindale",https://www.filmaffinity.com/es/film586134.html
Nuestros mejores años,2020,Italia,"6,7",1.081,Gabriele Muccino,"Pierfrancesco Favino, Micaela Ramazzotti, Kim Rossi Stuart, Claudio Santamaria, Francesco Centorame, Andrea Pittorino, Nicoletta Romanoff, Paola Sotgiu",https://www.filmaffinity.com/es/film411682.html
Godland,2022,Islandia,"6,7",1.109,Hlynur Palmason,"Ingvar Eggert Sigurdsson, Elliott Crosset Hove, Victoria Carmen Sonne, Jakob Ulrik Lohmann, Ída Mekkín Hlynsdóttir, Waage Sandø, Hilmar Guðjónsson",https://www.filmaffinity.com/es/film645982.html
1945,2017,Hungría,"6,7",1.115,Ferenc Török,"Péter Rudolf, Tamás Szabó Kimmel, Dóra Sztarenki, Bence Tasnádi, Ági Szirtes, József Szarvas, Eszter Nagy-Kálózy, Iván Angelus",https://www.filmaffinity.com/es/film325945.html
Caída libre,2013,Alemania,"6,7",1.315,Stephan Lacant,"Hanno Koffler, Max Riemelt, Katharina Schüttler, Attila Borlan, Oliver Bröcker, Luis Lamprecht, Stefanie Schönfeld, Maren Kroymann",https://www.filmaffinity.com/es/film912920.html
La revolución silenciosa,2018,Alemania,"6,7",1.992,Lars Kraume,"Leonard Scheicher, Tom Gramenz, Lena Klenke, Isaiah Michalski, Jonas Dassler, Nora Labisch, Lena Labisch, Ronald Zehrfeld",https://www.filmaffinity.com/es/film916136.html
Princesa (Han Gong-Ju),2013,Corea del Sur,"6,7",2.116,Lee Su-jin,"Chun Woo-hee, Jung In-sun, Kim So-Young, Yeong-Ran Lee, Kim Hyun-joon, Yoo Seung-mok",https://www.filmaffinity.com/es/film553125.html
Rams (El valle de los carneros),2015,Islandia,"6,7",4.404,Grímur Hákonarson,"Sigurður Sigurjónsson, Theódór Júlíusson, Charlotte Bøving, Jon Benonysson, Gunnar Jónsson, Sveinn Ólafur Gunnarsson, Þorleifur Einarsson, Ingrid Jónsdóttir",https://www.filmaffinity.com/es/film386683.html
Mudbound,2017,Estados Unidos,"6,7",6.694,Dee Rees,"Garrett Hedlund, Carey Mulligan, Jason Clarke, Jason Mitchell, Mary J. Blige, Rob Morgan, Jonathan Banks, Kerry Cahill",https://www.filmaffinity.com/es/film924281.html
Nymphomaniac. Volumen 1,2013,Dinamarca,"6,7",23.313,Lars von Trier,"Charlotte Gainsbourg, Stellan Skarsgård, Stacy Martin, Shia LaBeouf, Connie Nielsen, Christian Slater, Nicolas Bro, Jesper Christensen",https://www.filmaffinity.com/es/film647318.html
Los Increíbles 2,2018,Estados Unidos,"6,7",24.729,Brad Bird,"Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner, Catherine Keener, Bob Odenkirk, Samuel L. Jackson",https://www.filmaffinity.com/es/film596458.html
La LEGO película,2014,Australia,"6,7",25.156,"Phil Lord, Christopher Miller","Will Ferrell, Jadon Sand",https://www.filmaffinity.com/es/film419538.html
Guardianes de la galaxia Vol. 2,2017,Estados Unidos,"6,7",39.043,James Gunn,"Chris Pratt, Zoe Saldana, Dave Bautista, Bradley Cooper, Vin Diesel, Kurt Russell, Michael Rooker, Karen Gillan",https://www.filmaffinity.com/es/film406284.html
Scarlet,2022,Francia,"6,7",1.018,Pietro Marcello,"Raphaël Thierry, Juliette Jouan, Louis Garrel, Noémie Lvovsky, Yolande Moreau, François Négret, Ernst Umhauer, Inès Es Sarhir",https://www.filmaffinity.com/es/film696394.html
La belle époque,2019,Francia,"6,7",1.104,Nicolas Bedos,"Daniel Auteuil, Guillaume Canet, Doria Tillier, Fanny Ardant, Pierre Arditi, Denis Podalydès, Tobias Licht, Elisabeth Duda",https://www.filmaffinity.com/es/film760443.html
"Adiós, señor Haffmann",2021,Francia,"6,7",1.192,Fred Cavayé,"Daniel Auteuil, Gilles Lellouche, Sara Giraudeau, Nikolai Kinski, Anne Coesens, Mathilde Bisson, Claudette Walker, Frans Boyer, Vivien Tarragon",https://www.filmaffinity.com/es/film489595.html
La desaparición de Eleanor Rigby: Él,2013,Estados Unidos,"6,7",1.316,Ned Benson,"James McAvoy, Jessica Chastain, Ciarán Hinds, Viola Davis, Bill Hader, Nina Arianda, Isabelle Huppert, Nikki M. James",https://www.filmaffinity.com/es/film781467.html
¿Por qué no jugamos en el infierno?,2013,Japón,"6,7",1.515,Sion Sono,"Jun Kunimura, Shin'ichi Tsutsumi, Hiroki Hasegawa, Megumi Kagurazaka, Fumi Nikaido, Tomochika, Gen Hoshino, Tak Sakaguchi",https://www.filmaffinity.com/es/film440385.html
Nos vemos allá arriba,2017,Francia,"6,7",3.236,Albert Dupontel,"Albert Dupontel, Nahuel Pérez Biscayart, Niels Arestrup, Émilie Dequenne, Laurent Lafitte, Mélanie Thierry, Frans Boyer, Travis Kerschen",https://www.filmaffinity.com/es/film975190.html
Gloria,2013,Chile,"6,7",3.361,Sebastián Lelio,"Paulina García, Sergio Hernández, Coca Guazzini, Antonia Santa María, Diego Fontecilla, Fabiola Zamora, Hugo Moraga, Alejandro Goic",https://www.filmaffinity.com/es/film647610.html
¡Canta! 2,2021,Estados Unidos,"6,7",4.173,Garth Jennings,"Matthew McConaughey, Reese Witherspoon, Scarlett Johansson, Taron Egerton, Tori Kelly, Nick Kroll, Bobby Cannavale",https://www.filmaffinity.com/es/film822006.html
Minari. Historia de mi familia,2020,Estados Unidos,"6,7",9.032,Lee Isaac Chung,"Steven Yeun, Han Ye-ri, Youn Yuh-jung, Alan S. Kim, Noel Cho, Will Patton, Scott Haze, Eric Starkey",https://www.filmaffinity.com/es/film756534.html
Upgrade (Ilimitado),2018,Australia,"6,7",12.833,Leigh Whannell,"Logan Marshall-Green, Betty Gabriel, Harrison Gilbertson, Simon Maiden, Benedict Hardie, Melanie Vallejo, Richard Cawthorne, Christopher Kirby",https://www.filmaffinity.com/es/film945898.html
El Hobbit: La desolación de Smaug,2013,Nueva Zelanda,"6,7",64.330,Peter Jackson,"Martin Freeman, Richard Armitage, Ian McKellen, Aidan Turner, Luke Evans, Evangeline Lilly, Ken Stott, Orlando Bloom",https://www.filmaffinity.com/es/film919815.html
Corazón silencioso,2014,Dinamarca,"6,7",1.166,Bille August,"Ghita Nørby, Morten Grunwald, Paprika Steen, Danica Curcic, Jens Albinus, Pilou Asbæk, Vigga Bro, Oskar Sælan Halskov",https://www.filmaffinity.com/es/film107908.html
Too Late,2015,Estados Unidos,"6,7",1.225,Dennis Hauck,"John Hawkes, Crystal Reed, Natalie Zea, Dichen Lachman, Rider Strong, Dash Mihok, Robert T. Barrett, Brett Jacobsen",https://www.filmaffinity.com/es/film156552.html
Miss Violence,2013,Grecia,"6,7",1.692,Alexandros Avranas,"Themis Panou, Eleni Roussinou, Chloe Bolota, Kostas Antalopoulos, Yiota Festa, Rafika Chawishe, Maria Kallimani",https://www.filmaffinity.com/es/film264865.html
Black Box,2020,Francia,"6,7",2.373,Yann Gozlan,"Pierre Niney, André Dussollier, Lou de Laâge, Sébastien Pouderoux, Olivier Rabourdin, Guillaume Marquet, Mehdi Djaadi, Anne Azoulay",https://www.filmaffinity.com/es/film574146.html
Red Rocket,2021,Estados Unidos,"6,7",3.681,Sean Baker,"Simon Rex, Bree Elrod, Brenda Deiss, Suzanna Son, Vickie Pearce, Ethan Darbone, Judy Hill, Shih-Ching Tsou",https://www.filmaffinity.com/es/film786736.html
First Cow,2019,Estados Unidos,"6,7",3.778,Kelly Reichardt,"John Magaro, Orion Lee, Toby Jones, Ewen Bremner, Scott Shepherd, Gary Farmer, Lily Gladstone, Alia Shawkat",https://www.filmaffinity.com/es/film112106.html
Dheepan,2015,Francia,"6,7",4.272,Jacques Audiard,"Jesuthasan Antonythasan, Kalieaswari Srinivasan, Claudine Vinasithamby, Vincent Rottiers, Faouzi Bensaïdi, Marc Zinga, Franck Falise",https://www.filmaffinity.com/es/film177901.html
The Farewell,2019,Estados Unidos,"6,7",5.385,Lulu Wang,"Awkwafina, Tzi Ma, Jim Liu, Gil Perez-Abraham, Diana Lin, Yongbo Jiang, Shuzhen Zhou, Hong Lu Wong, Li Yixiang",https://www.filmaffinity.com/es/film154666.html
Ninjababy,2021,Noruega,"6,7",1.164,Yngvild Sve Flikke,"Kristine Kujath Thorp, Arthur Berning, Nader Khademi, Tora Christine Dietrichson, Silya Nymoen, Evelyn Rasmussen Osazuwa, Trine Wiggen, Morten Svartveit",https://www.filmaffinity.com/es/film709267.html
Un toque de violencia,2013,China,"6,7",2.990,Jia Zhangke,"Jiang Wu, Vivien Li, Lanshan Luo, Wang Baoqiang, Zhao Tao, Zhang Jiayi",https://www.filmaffinity.com/es/film500372.html
Old Henry,2021,Estados Unidos,"6,7",3.461,Potsy Ponciroli,"Tim Blake Nelson, Stephen Dorff, Scott Haze, Gavin Lewis, Trace Adkins, Richard Speight Jr., Max Arciniega, Brad Carter",https://www.filmaffinity.com/es/film358200.html
Petra,2018,España,"6,7",4.565,Jaime Rosales,"Bárbara Lennie, Àlex Brendemühl, Joan Botey, Marisa Paredes, Petra Martínez, Oriol Pla, Carme Pla, Chema del Barco, Natalie Madueño",https://www.filmaffinity.com/es/film829928.html
Un hombre llamado Ove,2015,Suecia,"6,7",5.162,Hannes Holm,"Rolf Lassgård, Bahar Pars, Filip Berg, Ida Engvoll, Tobias Almborg, Klas Wiljergård, Chatarina Larsson, Börje Lundberg",https://www.filmaffinity.com/es/film799099.html
Good Time,2017,Estados Unidos,"6,7",7.768,"Ben Safdie, Joshua Safdie","Robert Pattinson, Ben Safdie, Taliah Webster, Jennifer Jason Leigh, Barkhad Abdi, Peter Verby, Cliff Moylan, Phil Cappadora",https://www.filmaffinity.com/es/film962795.html
Searching,2018,Estados Unidos,"6,7",12.486,Aneesh Chaganty,"John Cho, Debra Messing, Joseph Lee, Michelle La, Sara Sohn",https://www.filmaffinity.com/es/film492248.html
El instante más oscuro,2017,Reino Unido,"6,7",16.217,Joe Wright,"Gary Oldman, Ben Mendelsohn, Kristin Scott Thomas, Lily James, Stephen Dillane, Richard Lumsden, Philip Martin Brown, Ronald Pickup",https://www.filmaffinity.com/es/film821742.html
Al encuentro de Mr. Banks,2013,Estados Unidos,"6,7",17.527,John Lee Hancock,"Emma Thompson, Tom Hanks, Colin Farrell, Paul Giamatti, Jason Schwartzman, Bradley Whitford, Ruth Wilson, B.J. Novak",https://www.filmaffinity.com/es/film241433.html
Ready Player One,2018,Estados Unidos,"6,7",38.764,Steven Spielberg,"Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Mark Rylance, Simon Pegg, T.J. Miller, Hannah John-Kamen, Win Morisaki",https://www.filmaffinity.com/es/film750408.html
A tiempo completo,2021,Francia,"6,7",1.196,Eric Gravel,"Laure Calamy, Anne Suarez, Geneviève Mnich, Nolan Arizmendi, Cyril Guei, Lucie Gallo, Agathe Dronne, Sasha Lemaitre Cremaschi",https://www.filmaffinity.com/es/film376684.html
No soy tu enemigo,2019,Estados Unidos,"6,7",1.329,Robin Bissell,"Taraji P. Henson, Sam Rockwell, Anne Heche, Wes Bentley, John Gallagher Jr., Bruce McGill, Jessica Miesel, Rhoda Griffis",https://www.filmaffinity.com/es/film990211.html
"Kenshin, el guerrero samurái 2: Infierno en Kioto",2014,Japón,"6,7",2.091,Keishi Ōtomo,"Takeru Satō, Emi Takei, Tatsuya Fujiwara, Kaito Oyagi, Kazufumi Miyazawa, Min Tanaka, Maryjun Takahashi, Ryosuke Miura",https://www.filmaffinity.com/es/film508544.html
La sombra del pasado,2018,Alemania,"6,7",2.481,Florian Henckel von Donnersmarck,"Sebastian Koch, Tom Schilling, Paula Beer, Lars Eidinger, Rainer Bock, Florian Bartholomäi, Oliver Masucci, Hanno Koffler",https://www.filmaffinity.com/es/film452842.html
Love & Mercy,2014,Estados Unidos,"6,7",4.185,Bill Pohlad,"Paul Dano, John Cusack, Elizabeth Banks, Paul Giamatti, Jake Abel, Joanna Going, Kenny Wormald, Dee Wallace",https://www.filmaffinity.com/es/film897787.html
The Mauritanian,2021,Reino Unido,"6,7",4.469,Kevin Macdonald,"Tahar Rahim, Jodie Foster, Shailene Woodley, Benedict Cumberbatch, Zachary Levi, Corey Johnson, Langley Kirkwood, David Fynn",https://www.filmaffinity.com/es/film660089.html
Más allá de los dos minutos infinitos,2020,Japón,"6,7",5.345,Junta Yamaguchi,"Aki Asakura, Riko Fujitani, Gota Ishida, Takashi Sumita, Kazunari Tosa, Haruki Nakagawa, Munenori Nagano, Yoshifumi Sakai",https://www.filmaffinity.com/es/film839324.html
El Capitán,2017,Alemania,"6,7",5.766,Robert Schwentke,"Max Hubacher, Milan Peschel, Frederick Lau, Bernd Hölscher, Waldemar Kobus, Alexander Fehling, Samuel Finzi",https://www.filmaffinity.com/es/film619031.html
